34.645329,26.947543,25.823175,11.446916,4.371783,3.63906,8.845681,5.568268,2.482627,21.056519,107.844552,32.274187,26.404234,92.020999,31.441137,0
35.011982,26.826143,25.066852,11.809147,4.166756,3.827095,9.095228,5.167428,2.515505,21.5187,104.640378,32.842487,28.233389,89.761833,30.834039,0
37.018643,27.169285,26.596211,14.634433,6.585314,4.766692,13.477994,6.923955,6.589171,24.309532,121.787571,34.076532,33.414826,87.473384,41.868762,0
37.253625,26.81471,28.120901,13.234947,6.475144,5.92741,12.285502,7.568864,5.873263,23.817956,117.726462,36.935152,32.963075,85.390606,43.777048,0
27.910106,24.511988,37.08692,12.138908,3.357944,5.970374,9.618339,8.260752,3.571008,19.518968,105.061567,34.976116,26.585373,94.459973,28.486618,0
26.344854,23.738986,35.31093,11.632966,4.116805,5.587547,9.275898,8.636551,3.219087,18.144038,105.087392,34.520371,25.413527,96.963176,28.932152,0
25.706804,24.326793,37.974769,11.327563,3.045028,5.342788,9.544796,8.040501,3.247083,18.426122,103.719158,34.926985,26.32892,94.975487,28.873443,0
30.883651,20.018745,35.256268,16.600992,0.40997,6.047407,14.36037,14.174071,3.454664,21.415426,104.293592,35.921258,27.21817,92.53275,31.544202,0
31.291563,20.491148,36.25971,16.147139,0.251535,5.861476,14.122896,14.346672,3.380129,21.229141,102.874359,36.724786,27.531721,92.870799,31.684737,0
34.899068,22.996304,42.375917,14.797474,4.339531,4.206397,12.087055,10.870038,5.938611,25.262234,104.463091,28.554275,39.118866,93.194095,22.769406,0
34.441966,22.505765,42.240327,14.71567,4.226082,4.153184,11.297551,11.013136,6.071198,24.538461,102.887927,28.799306,39.13774,93.258376,22.734287,0
35.670908,22.442211,41.903994,15.068114,4.327406,4.078369,11.72945,10.958949,6.199015,24.797371,104.29334,28.843974,38.355853,93.838435,22.838463,0
34.88528,22.586187,42.433248,15.166882,4.159822,3.892027,11.811241,11.015471,5.882313,23.921625,104.619471,28.786374,37.380535,95.050707,23.041176,0
39.122421,38.980586,27.707634,11.841106,1.499436,7.768898,2.777181,3.065594,0.490456,26.232084,118.266711,22.322959,31.402092,107.203887,24.338685,0
40.286731,38.132877,27.318133,11.513554,1.636928,7.220603,2.771549,3.435003,0.625449,25.798927,116.972276,22.726977,30.70765,106.671278,24.549426,0
39.274306,38.663307,27.716431,10.893773,2.557231,8.086283,2.352671,3.617447,0.678429,24.495368,117.703322,22.633851,30.594299,106.846024,24.248107,0
41.310878,38.973526,29.442428,11.333962,2.08306,7.806106,2.970609,3.773421,0.752737,25.841279,117.047292,22.342427,33.251644,104.823552,23.85637,0
47.867044,28.809097,13.305916,21.258991,3.458152,9.352737,13.490308,4.623642,11.063897,48.191412,109.795078,35.241546,50.502011,98.551416,36.186029,0
47.289727,30.895379,16.082395,21.574002,3.658687,9.851709,13.792274,3.794812,11.526124,48.329729,111.95556,34.84289,50.287005,101.440841,35.319264,0
49.382645,30.410445,14.411936,20.755827,3.204247,9.30136,12.291178,4.330688,11.235338,48.219225,112.088943,35.01073,48.843877,103.633588,35.18093,0
41.380419,27.971348,29.206336,22.148877,5.423798,8.802313,16.708761,4.926948,6.446389,31.618666,125.364153,28.437722,36.232531,108.740259,29.976746,0
41.44789,28.518606,30.503621,22.118024,5.307941,9.373637,16.772198,4.84997,7.05088,31.747039,127.284115,27.760041,35.920037,113.148854,28.551918,0
40.575615,28.133881,34.12949,21.45602,6.059511,8.634153,16.243578,4.037302,6.894355,31.899467,121.577194,30.597794,36.968282,104.787416,31.989538,0
41.21926,28.058453,29.84754,21.83485,5.511626,8.565634,16.226004,4.37584,6.405471,31.250348,124.791876,28.706973,36.100113,108.268101,30.093402,0
29.773499,32.671411,35.06184,14.521582,6.865806,7.517272,8.018088,4.513494,5.336243,52.387559,89.450085,28.911007,63.467095,80.555717,28.664273,0
29.614521,33.095672,35.59361,15.195983,6.765741,7.604064,9.02463,4.298807,4.692624,51.409696,90.888027,28.415456,61.561979,80.443697,27.445628,0
33.31045,46.657818,15.139889,16.055734,3.926008,8.900967,7.244439,0.835827,8.790534,40.806004,104.272317,27.377347,37.672005,99.333439,29.82944,0
32.24843,39.764922,9.259372,18.424463,3.56616,9.412303,10.075643,2.935399,8.615221,39.566912,112.165847,29.035235,33.890042,108.45302,31.27651,0
32.131079,39.392388,9.832565,18.546253,3.6803,9.133905,9.929108,3.059103,8.365438,38.610053,114.032801,29.099303,33.341228,110.618333,31.019686,0
32.193388,39.286264,9.282926,18.578507,3.989924,9.191561,10.507484,2.239998,8.637565,38.809519,112.198909,29.677181,34.360909,106.179686,32.129862,0
46.428043,25.803635,9.061189,49.966239,2.919373,0.573368,44.632142,21.375967,8.277586,60.829099,91.795553,29.942556,71.696255,80.319623,31.581085,1
47.84831,25.300781,8.806336,49.040151,1.925179,0.657272,43.993518,20.968612,9.728012,61.489292,96.096035,29.410109,72.946152,82.270722,30.560012,1
30.333791,23.656739,15.94181,44.176986,12.7769,10.067625,40.576545,21.545473,2.802568,49.736163,48.261048,6.078492,58.991033,38.73878,8.27278,1
31.337195,24.316821,17.278763,43.634157,13.075444,9.973594,38.937898,21.985779,3.088866,50.772337,52.865988,5.961191,61.46909,42.793681,10.351275,1
33.197773,24.703828,16.067225,43.219405,13.382213,10.508822,39.187343,21.362966,2.883504,48.720071,47.754086,7.514965,59.211674,40.780964,9.431249,1
59.222453,20.111346,7.993703,42.113724,4.256346,2.523236,38.913922,16.148488,7.392515,64.072991,105.230842,27.448516,77.543655,92.548305,26.182137,1
